"city","state_id","id"
"Issaquah","WA","1840018422"
"Odessa","WA","1840022295"
"Hazel Dell","WA","1840037662"
"McMillin","WA","1840023837"
"Wilbur","WA","1840022296"
"Skamokawa Valley","WA","1840042053"
"Centerville","WA","1840017401"
"Nile","WA","1840023854"
"Spokane Valley","WA","1840021094"
"Woodland","WA","1840021181"
"Lewisville","WA","1840037855"
"Vantage","WA","1840018441"
"Gorst","WA","1840023795"
"Lake Morton-Berrydale","WA","1840074253"
"Ione","WA","1840021061"
"Bothell West","WA","1840041906"
"Vaughn","WA","1840023841"
"Black Diamond","WA","1840018418"
"Ferndale","WA","1840019751"
"Acme","WA","1840017288"
"White Center","WA","1840037727"
"Fairchild AFB","WA","1840073916"
"Pacific","WA","1840019834"
"Glenwood","WA","1840037769"
"Colfax","WA","1840018458"
"Silvana","WA","1840018373"
"Forks","WA","1840019781"
"Kirkland","WA","1840019836"
"Okanogan","WA","1840019760"
"Kayak Point","WA","1840041938"
"Union Hill-Novelty Hill","WA","1840074663"
"Outlook","WA","1840023855"
"Lake Tapps","WA","1840041971"
"Cohassett Beach","WA","1840017355"
"Tonasket","WA","1840021057"
"Sunnyside","WA","1840021150"
"Lakeview","WA","1840136062"
"Carbonado","WA","1840022307"
"Pullman","WA","1840019864"
"Blyn","WA","1840017318"
"Brinnon","WA","1840017329"
"Friday Harbor","WA","1840021065"
"Orchards","WA","1840018519"
"Purdy","WA","1840023838"
"Tekoa","WA","1840021135"
"Tanner","WA","1840037824"
"Thorp","WA","1840018439"
"Artondale","WA","1840037617"
"Liberty Lake","WA","1840037678"
"Cheney","WA","1840018398"
"Sammamish","WA","1840021115"
"Cle Elum","WA","1840018440"
"Fern Prairie","WA","1840023890"
"Waverly","WA","1840022291"
"Lakewood","WA","1840019860"
"Lake Marcel-Stillwater","WA","1840074241"
"Central Park","WA","1840017358"
"Bridgeport","WA","1840018387"
"Raft Island","WA","1840042039"
"Larch Way","WA","1840041976"
"Lake Bosworth","WA","1840037850"
"Barberton","WA","1840017397"
"Sekiu","WA","1840025248"
"Brier","WA","1840018379"
"Spokane","WA","1840021093"
"Fall City","WA","1840017342"
"Pasco","WA","1840019888"
"Lyman","WA","1840021069"
"Oakville","WA","1840019848"
"Dash Point","WA","1840037637"
"Herron Island","WA","1840041931"
"West Clarkston-Highland","WA","1840074702"
"Royal City","WA","1840019816"
"Venersborg","WA","1840018521"
"Hoquiam","WA","1840019845"
"Willapa","WA","1840025262"
"Quilcene","WA","1840018389"
"Freeland","WA","1840017317"
"McCleary","WA","1840019846"
"Roosevelt","WA","1840136623"
"Long Beach","WA","1840019880"
"Trout Lake","WA","1840024000"
"Coulee Dam","WA","1840022270"
"Swede Heaven","WA","1840037821"
"Pine Grove","WA","1840043279"
"Langley","WA","1840019780"
"Sedro-Woolley","WA","1840021066"
"Hatton","WA","1840021133"
"Entiat","WA","1840019777"
"Bainbridge Island","WA","1840018409"
"Auburn","WA","1840018416"
"Ocean City","WA","1840018444"
"White Swan","WA","1840018464"
"Felida","WA","1840037495"
"Lacey","WA","1840019866"
"Gold Bar","WA","1840019786"
"Clyde Hill","WA","1840018413"
"Upper Elochoman","WA","1840042136"
"Marcus","WA","1840022273"
"Canyon Creek","WA","1840074181"
"Malone","WA","1840026097"
"Bothell East","WA","1840041892"
"Yarrow Point","WA","1840022300"
"Steptoe","WA","1840025258"
"West Richland","WA","1840021168"
"Orient","WA","1840025243"
"Federal Way","WA","1840019826"
"Pe Ell","WA","1840022321"
"Deep River","WA","1840023929"
"Bothell","WA","1840018419"
"South Wenatchee","WA","1840037106"
"Snoqualmie Pass","WA","1840037862"
"Hartline","WA","1840021105"
"Lake Forest Park","WA","1840019837"
"Crocker","WA","1840041924"
"Elbe","WA","1840017364"
"Ravensdale","WA","1840018412"
"Arlington","WA","1840018378"
"McChord AFB","WA","1840073929"
"Lebam","WA","1840017376"
"Lynden","WA","1840019752"
"Coupeville","WA","1840021075"
"Prescott","WA","1840021175"
"South Bend","WA","1840021161"
"Mabton","WA","1840019873"
"North Bend","WA","1840019833"
"Grapeview","WA","1840037554"
"Garfield","WA","1840021141"
"Rochester","WA","1840018459"
"Dayton","WA","1840018486"
"Algona","WA","1840018415"
"Mineral","WA","1840025263"
"Barstow","WA","1840026089"
"Moclips","WA","1840018442"
"Bellingham","WA","1840018346"
"Vader","WA","1840021163"
"North Lynnwood","WA","1840037895"
"Tracyton","WA","1840018408"
"White Salmon","WA","1840021191"
"Peaceful Valley","WA","1840037896"
"East Renton Highlands","WA","1840037866"
"Metaline","WA","1840022276"
"Deming","WA","1840018345"
"Medical Lake","WA","1840019804"
"Aberdeen","WA","1840018446"
"Chehalis","WA","1840018472"
"Onalaska","WA","1840025264"
"Toledo","WA","1840021162"
"Everson","WA","1840019750"
"Belfair","WA","1840025252"
"Lynnwood","WA","1840019788"
"Colton","WA","1840022315"
"Malden","WA","1840022313"
"Ames Lake","WA","1840037846"
"Wilson Creek","WA","1840022294"
"North Yelm","WA","1840037880"
"Mirrormont","WA","1840037876"
"Whidbey Island Station","WA","1840073897"
"Town and Country","WA","1840037888"
"Tokeland","WA","1840018469"
"Snoqualmie","WA","1840021119"
"Bremerton","WA","1840018410"
"East Cathlamet","WA","1840037849"
"Fort Lewis","WA","1840073933"
"Salmon Creek","WA","1840018520"
"Skykomish","WA","1840022299"
"Tacoma","WA","1840021129"
"Monroe","WA","1840019791"
"Loomis","WA","1840025235"
"Pomeroy","WA","1840019891"
"Brush Prairie","WA","1840017398"
"Silver Firs","WA","1840037898"
"Nespelem","WA","1840022268"
"Meadowdale","WA","1840023774"
"Shadow Lake","WA","1840042051"
"LaCrosse","WA","1840037498"
"Concrete","WA","1840022283"
"Sumas","WA","1840021045"
"Ruston","WA","1840021132"
"La Center","WA","1840019910"
"Marrowstone","WA","1840037856"
"Chelan Falls","WA","1840025245"
"Lake Cavanaugh","WA","1840037851"
"Duluth","WA","1840140854"
"Sequim","WA","1840021076"
"Benton City","WA","1840018480"
"Moses Lake","WA","1840019817"
"Fircrest","WA","1840019854"
"Othello","WA","1840019862"
"Mercer Island","WA","1840019830"
"Enumclaw","WA","1840019825"
"Chico","WA","1840037630"
"Enetai","WA","1840023794"
"Hunts Point","WA","1840021122"
"Clinton","WA","1840037632"
"Hat Island","WA","1840041926"
"Marietta-Alderwood","WA","1840073928"
"Waitsburg","WA","1840021173"
"Sunnyslope","WA","1840136960"
"South Cle Elum","WA","1840022304"
"Selah","WA","1840021149"
"Lind","WA","1840021134"
"Five Corners","WA","1840037869"
"Winthrop","WA","1840022272"
"Normandy Park","WA","1840019832"
"Home","WA","1840023831"
"Graham","WA","1840017365"
"Yacolt","WA","1840022333"
"Packwood","WA","1840025265"
"Queets","WA","1840037807"
"Finley","WA","1840017380"
"Northport","WA","1840022274"
"Medina","WA","1840019829"
"Browns Point","WA","1840037624"
"Summit","WA","1840018456"
"Albion","WA","1840021136"
"Sudden Valley","WA","1840037740"
"Bunk Foss","WA","1840041912"
"Gleed","WA","1840017370"
"Maryhill","WA","1840017403"
"Oyehut","WA","1840037697"
"Alder","WA","1840023829"
"Ridgefield","WA","1840019909"
"Bryant","WA","1840023772"
"Nisqually Indian Community","WA","1840074509"
"Porter","WA","1840023818"
"Kettle Falls","WA","1840019764"
"Chelan","WA","1840018369"
"Edison","WA","1840017314"
"Neilton","WA","1840018443"
"Fox Island","WA","1840037870"
"Renton","WA","1840019827"
"Baring","WA","1840017339"
"Hobart","WA","1840017344"
"Wallula","WA","1840018489"
"Touchet","WA","1840018488"
"Leavenworth","WA","1840019778"
"Fobes Hill","WA","1840037736"
"Harrington","WA","1840019819"
"Port Orchard","WA","1840019821"
"Alderwood Manor","WA","1840017323"
"Kennewick","WA","1840018481"
"Ahtanum","WA","1840017368"
"Wilderness Rim","WA","1840042145"
"Machias","WA","1840017325"
"Bingen","WA","1840018529"
"Four Lakes","WA","1840023784"
"Springdale","WA","1840022275"
"Washtucna","WA","1840022312"
"Covington","WA","1840018425"
"Allyn","WA","1840025251"
"North Sultan","WA","1840037859"
"Union Gap","WA","1840021152"
"Shelton","WA","1840021123"
"Chinook","WA","1840017374"
"Blaine","WA","1840018347"
"Port Hadlock-Irondale","WA","1840074571"
"Burley","WA","1840023793"
"Mount Vernon","WA","1840019774"
"Electric City","WA","1840021104"
"Ronald","WA","1840018438"
"Nespelem Community","WA","1840037116"
"Amanda Park","WA","1840023816"
"Clarkston Heights-Vineland","WA","1840073891"
"Boulevard Park","WA","1840037519"
"Big Lake","WA","1840017313"
"Boyds","WA","1840026091"
"Parkwood","WA","1840037518"
"Deer Park","WA","1840018400"
"Humptulips","WA","1840017361"
"SeaTac","WA","1840021116"
"Maple Valley","WA","1840019828"
"Millwood","WA","1840022289"
"Point Roberts","WA","1840025234"
"Dixie","WA","1840018487"
"East Port Orchard","WA","1840037838"
"Morton","WA","1840019882"
"Alger","WA","1840017312"
"Kahlotus","WA","1840018478"
"Fife Heights","WA","1840037653"
"Cherry Grove","WA","1840037538"
"Clearview","WA","1840023773"
"Greenwater","WA","1840017343"
"Picnic Point","WA","1840037897"
"Kendall","WA","1840017293"
"Seabeck","WA","1840023799"
"Startup","WA","1840018380"
"Steilacoom","WA","1840022309"
"Lamont","WA","1840021142"
"Bay View","WA","1840037745"
"Valley","WA","1840025241"
"North Marysville","WA","1840037878"
"Brady","WA","1840017357"
"May Creek","WA","1840037857"
"Clear Lake","WA","1840023932"
"Keller","WA","1840023756"
"Redmond","WA","1840019835"
"Ilwaco","WA","1840018470"
"Mountlake Terrace","WA","1840019792"
"Parker","WA","1840023856"
"Soap Lake","WA","1840021102"
"Grand Mound","WA","1840017366"
"Manchester","WA","1840017336"
"Prairie Heights","WA","1840042027"
"Verlot","WA","1840018376"
"North Omak","WA","1840037879"
"Naches","WA","1840022318"
"Summitview","WA","1840037863"
"Clover Creek","WA","1840041920"
"Prosser","WA","1840019890"
"Naselle","WA","1840018467"
"Rock Island","WA","1840019796"
"Goldendale","WA","1840019911"
"Maltby","WA","1840017326"
"Oak Harbor","WA","1840019779"
"Tanglewilde","WA","1840037899"
"Endicott","WA","1840021137"
"Mill Creek East","WA","1840041996"
"Maple Heights-Lake Desire","WA","1840073925"
"Midland","WA","1840018452"
"Kingston","WA","1840017338"
"Esperance","WA","1840037867"
"Grays River","WA","1840023877"
"Sultan","WA","1840021080"
"La Grande","WA","1840023834"
"Ritzville","WA","1840019861"
"Malott","WA","1840025236"
"Coulee City","WA","1840022293"
"Raymond","WA","1840019881"
"Wollochet","WA","1840023843"
"Quincy","WA","1840019818"
"Walla Walla East","WA","1840074693"
"Hamilton","WA","1840021067"
"Woodinville","WA","1840021121"
"Bay Center","WA","1840017375"
"Port Townsend","WA","1840019797"
"Riverside","WA","1840021059"
"Woodway","WA","1840037730"
"Qui-nai-elt Village","WA","1840042034"
"Stevenson","WA","1840021180"
"Ocean Park","WA","1840018468"
"Port Angeles","WA","1840019782"
"Bonney Lake","WA","1840018454"
"Oroville","WA","1840019762"
"Garrett","WA","1840017384"
"Otis Orchards-East Farms","WA","1840037126"
"Warm Beach","WA","1840018377"
"Twin Lakes","WA","1840042118"
"Conway","WA","1840017311"
"College Place","WA","1840018490"
"Eastmont","WA","1840139116"
"Maple Falls","WA","1840017290"
"Ephrata","WA","1840019813"
"Buena","WA","1840023850"
"Tumwater","WA","1840021145"
"Desert Aire","WA","1840037611"
"Lake Holm","WA","1840041966"
"Mukilteo","WA","1840019793"
"Twisp","WA","1840022271"
"Lake Shore","WA","1840037873"
"Keyport","WA","1840023797"
"Lake Stevens","WA","1840019794"
"Starbuck","WA","1840022325"
"Harrah","WA","1840021156"
"Hansville","WA","1840023796"
"Carlsborg","WA","1840017319"
"Yelm","WA","1840021146"
"Fenwick Island","DE","1840006063"
"Delmar","DE","1840006077"
"Ardencroft","DE","1840005586"
"Farmington","DE","1840005805"
"Felton","DE","1840005806"
"Hartly","DE","1840005808"
"Pike Creek","DE","1840028618"
"Millville","DE","1840006080"
"Highland Acres","DE","1840028616"
"Rising Sun-Lebanon","DE","1840073664"
"Little Creek","DE","1840005818"
"Magnolia","DE","1840005819"
"Greenville","DE","1840005572"
"Elsmere","DE","1840005574"
"Harrington","DE","1840005811"
"Seaford","DE","1840006071"
"Dover Base Housing","DE","1840073616"
"Dagsboro","DE","1840006076"
"Milford","DE","1840006069"
"Bridgeville","DE","1840006075"
"Bellefonte","DE","1840005580"
"Smyrna","DE","1840005820"
"Wilmington Manor","DE","1840005575"
"New Castle","DE","1840005577"
"Bowers","DE","1840073749"
"Bethel","DE","1840006073"
"Selbyville","DE","1840006083"
"Houston","DE","1840005809"
"Woodside East","DE","1840073744"
"Viola","DE","1840003807"
"Dewey Beach","DE","1840006061"
"Newport","DE","1840005582"
"Bethany Beach","DE","1840006072"
"Edgemoor","DE","1840028608"
"Townsend","DE","1840005584"
"Georgetown","DE","1840006065"
"Kenton","DE","1840005816"
"Greenwood","DE","1840006066"
"North Star","DE","1840028615"
"Slaughter Beach","DE","1840006084"
"Middletown","DE","1840005581"
"Blades","DE","1840006074"
"Frederica","DE","1840005807"
"Rehoboth Beach","DE","1840006070"
"Milton","DE","1840006081"
"Woodside","DE","1840005821"
"Bear","DE","1840005568"
"Wilmington","DE","1840005579"
"Pike Creek Valley","DE","1840028614"
"Rodney Village","DE","1840005804"
"Henlopen Acres","DE","1840006067"
"Frankford","DE","1840006064"
"Millsboro","DE","1840006079"
"Glasgow","DE","1840005571"
"Clayton","DE","1840005815"
"Cheswold","DE","1840005814"
"Odessa","DE","1840005583"
"Kent Acres","DE","1840028609"
"St. Georges","DE","1840028612"
"Ardentown","DE","1840005587"
"Arden","DE","1840005585"
"Ellendale","DE","1840006062"
"Lewes","DE","1840006068"
"Laurel","DE","1840006078"
"Brookside","DE","1840005569"
"Wyoming","DE","1840005822"
"Claymont","DE","1840005570"
"Newark","DE","1840005578"
"Long Neck","DE","1840028617"
"Camden","DE","1840005813"
"Leipsic","DE","1840005817"
"Delaware City","DE","1840005576"
"Ocean View","DE","1840006082"
"South Bethany","DE","1840006085"
"Hockessin","DE","1840005573"
"Riverview","DE","1840028613"
"Dover","DE","1840005810"
"Washington","DC","1840006060"
"Stone Lake","WI","1840025282"
"Nelson","WI","1840002382"
"Fennimore","WI","1840002968"
"Chenequa","WI","1840003016"
"Helenville","WI","1840004348"
"Tichigan","WI","1840006920"
"Kekoskee","WI","1840002735"
"Wonewoc","WI","1840002225"
"St. Peter","WI","1840024009"
"Black River Falls","WI","1840002397"
"Shiocton","WI","1840002401"
"Three Lakes","WI","1840025294"
"Waldo","WI","1840002617"
"North Prairie","WI","1840003026"
"Mattoon","WI","1840002265"
"Almond","WI","1840002323"
"New Auburn","WI","1840002110"
"Hustisford","WI","1840002732"
"Little Chute","WI","1840002408"
"Birnamwood","WI","1840002262"
"Lodi","WI","1840002710"
"Whitehall","WI","1840002386"
"West Baraboo","WI","1840002716"
"Lomira","WI","1840002740"
"Brownsville","WI","1840002736"
"Bloomer","WI","1840002106"
"Wabeno","WI","1840025287"
"Whitewater","WI","1840002476"
"Reedsville","WI","1840002216"
"Amherst","WI","1840002324"
"Monona","WI","1840002920"
"River Falls","WI","1840002289"
"Delavan","WI","1840002483"
"Greendale","WI","1840003038"
"Couderay","WI","1840001999"
"Berlin","WI","1840002590"
"Grantsburg","WI","1840001995"
"Burnett","WI","1840024126"
"Lakewood","WI","1840025312"
"Wausau","WI","1840002163"
"Livingston","WI","1840002976"
"Hillsboro","WI","1840002691"
"Exeland","WI","1840001998"
"Whitelaw","WI","1840002208"
"East Troy","WI","1840002484"
"Oconto","WI","1840001575"
"Elkhorn","WI","1840002480"
"Nashotah","WI","1840003024"
"Rewey","WI","1840002962"
"Ferryville","WI","1840002885"
"Neillsville","WI","1840002255"
"Sun Prairie","WI","1840002902"
"Wilton","WI","1840002568"
"Eleva","WI","1840002389"
"Menomonie","WI","1840037988"
"Wales","WI","1840003007"
"Manitowoc","WI","1840002213"
"Ashippun","WI","1840025434"
"New Lisbon","WI","1840002232"
"New Odanah","WI","1840042189"
"Sauk City","WI","1840002729"
"Pulcifer","WI","1840023924"
"New Berlin","WI","1840003025"
"Milladore","WI","1840002337"
"Mason","WI","1840003915"
"Oconomowoc Lake","WI","1840003028"
"Independence","WI","1840002388"
"Maribel","WI","1840002214"
"Oak Creek","WI","1840003047"
"Van Dyne","WI","1840025421"
"Pence","WI","1840025272"
"Saukville","WI","1840002827"
"Clyman","WI","1840002739"
"Wild Rose","WI","1840002236"
"Reedsburg","WI","1840002727"
"Patch Grove","WI","1840002980"
"Paddock Lake","WI","1840003162"
"New Holstein","WI","1840002522"
"Lake Hallie","WI","1840000279"
"Hewitt","WI","1840002334"
"Menomonee Falls","WI","1840003020"
"Eastman","WI","1840002887"
"Pella","WI","1840023923"
"Princeton","WI","1840002593"
"Melvina","WI","1840002572"
"Peshtigo","WI","1840003932"
"Lake Tomahawk","WI","1840025292"
"Long Lake","WI","1840025289"
"Maple Bluff","WI","1840002916"
"Mishicot","WI","1840002215"
"Iron Ridge","WI","1840002733"
"Johnson Creek","WI","1840003002"
"Juneau","WI","1840002734"
"Kohler","WI","1840002620"
"Thornton","WI","1840023925"
"Seymour","WI","1840002410"
"Brandon","WI","1840002601"
"Camp Douglas","WI","1840002228"
"Hatley","WI","1840002164"
"Lake Ripley","WI","1840004351"
"Bruce","WI","1840024102"
"Hammond","WI","1840002134"
"Maiden Rock","WI","1840002286"
"Wind Point","WI","1840002489"
"Minong","WI","1840002004"
"Lewis","WI","1840025299"
"Arkdale","WI","1840025380"
"Wautoma","WI","1840002235"
"Black Earth","WI","1840002907"
"Kewaunee","WI","1840002364"
"Cumberland","WI","1840002072"
"North Bay","WI","1840002492"
"Tilleda","WI","1840023926"
"Iron Belt","WI","1840025270"
"Deerfield","WI","1840002913"
"DeForest","WI","1840037935"
"Fountain City","WI","1840002378"
"Bancroft","WI","1840024098"
"Rothschild","WI","1840002172"
"Poy Sippi","WI","1840023995"
"New London","WI","1840002361"
"Plum City","WI","1840002287"
"Lancaster","WI","1840002969"
"Rockdale","WI","1840002923"
"Doylestown","WI","1840002709"
"Wyeville","WI","1840002569"
"Cassville","WI","1840002973"
"Wauwatosa","WI","1840003033"
"Diaperville","WI","1840042155"
"Casco","WI","1840002365"
"Theresa","WI","1840002730"
"Centuria","WI","1840002051"
"Caledonia","WI","1840010091"
"Mole Lake","WI","1840026104"
"Edgar","WI","1840002169"
"Nekoosa","WI","1840002338"
"Sullivan","WI","1840002998"
"Greenleaf","WI","1840025357"
"Tony","WI","1840002077"
"Junction City","WI","1840002322"
"Bohners Lake","WI","1840004481"
"Rockland","WI","1840002580"
"Boscobel","WI","1840002972"
"Chili","WI","1840025324"
"Kennan","WI","1840002008"
"Plover","WI","1840002328"
"Hatfield","WI","1840024191"
"Bell Center","WI","1840002886"
"Antigo","WI","1840001565"
"Rome","WI","1840004352"
"Spencer","WI","1840002161"
"Lake Delton","WI","1840002718"
"Hixton","WI","1840002395"
"Cadott","WI","1840002107"
"Hingham","WI","1840025424"
"Cornell","WI","1840002109"
"Port Wing","WI","1840026072"
"Oakdale","WI","1840002574"
"Sussex","WI","1840003006"
"Galesville","WI","1840002387"
"Dellwood","WI","1840025381"
"Middle Village","WI","1840038094"
"Cochrane","WI","1840002380"
"Muskego","WI","1840003023"
"Greenwood","WI","1840002250"
"Whitefish Bay","WI","1840003036"
"Altoona","WI","1840002295"
"Vesper","WI","1840002332"
"Rice Lake","WI","1840002075"
"Columbus","WI","1840002708"
"Campbellsport","WI","1840002604"
"New Post","WI","1840004010"
"Warrens","WI","1840002567"
"Marshall","WI","1840002917"
"Allenton","WI","1840024031"
